Package Name,Directory Name,Prefixes,File Numbers,File Names,Globals
,,,9002011.55,MHSS PATIENT DATA,
,,,9002011.56,MHSS PATIENT TREATMENT PLANS,
,,,9002011.57,MHSS PATIENT TX PLAN METHODS,
,,,9002011.58,MHSS CASE DATES,
,,,9002011.62,MHSS PATIENT TP PROBLEMS,
,,,9002011.63,MHSS PATIENT TP GOALS 2,
,,,9002011.64,MHSS PATIENT TP METHODS,
,,,9002011.65,MHSS SUICIDE FORMS,
,,,9002011.67,MHSS GROUP,
,,,9002011.6,MHSS EXTRACT DATE RANGE,
,,,9002011,MHSS RECORD,
,,,9002012.1,MHSS TYPE OF CONTACT,
,,,9002012.2,MHSS PROBLEM-DSM IV POV CODES,
,,,9002012.3,MHSS PROBLEM CODE ADDS TEMP,
,,,9002012.4,MHSS PROBLEM CODES,
,,,9002012.5,MHSS PROBLEM CATEGORIES,
,,,9002012.6,MHSS DIAGNOSIS CATEGORY,
,,,9002012.7,MHSS PERSONAL HX FACTORS,
,,,9002012.8,MHSS DISPOSITION TYPES,
,,,9002012.96,MHSS MOST RECENTLY SELECTED ITEMS PATIENT,
,,,9002012.97,MHSS MOST RECENTLY SELECTED ITEMS USER,
,,,9002012.9,MHSS AXIS IV CODES,
,,,9002012,MHSS ACTIVITY CODES,
,,,9002013.11,BH USER,
,,,9002013.1,MHSS NAVAJO REF CONTENT,
,,,9002013.2,MHSS PATCH DESCRIPTIONS,
,,,9002013.3,MHSS REPORT SORT,
,,,9002013.4,MHSS REPORT CONTROL,
,,,9002013.5,MHSS CDMIS DRUG TYPES,
,,,9002013.6,MHSS PLACEMENT TYPES,
,,,9002013.7,MHSS CDMIS COMPONENT,
,,,9002013.8,MHSS REPORT TEMPORARY DEFINITION,
,,,9002013.91,MHSS TIU FIELD MAPPING,
,,,9002013.9,MHSS LOCAL SERVICE SITES,
,,,9002013,MHSS SITE PARAMETERS,
,,,9002014.1,MHSS EXPORT RECORD DEFINITION,
,,,9002014.3,MHSS TRANSACTION ERROR CODES,
,,,9002014.4,MHSS CDMIS DIFFERENCE REASONS,
,,,9002014.59,BH PROVIDER CLASS CODES,
,,,9002014.5,MHSS DATA TRANS ERROR CODES,
,,,9002014.6,MHSS SUICIDE DISPOSITION TYPES,
,,,9002014.71,SUICIDE SUBSTANCE DRUG,
,,,9002014.72,MHSS SUICIDE BEHAVIOR,
,,,9002014.7,MHSS SUICIDE DRUG TYPES,
,,,9002014.81,MHSS CD DIFFERENCE REASON,
,,,9002014.8,MHSS PREVENTION ACTIVITIES,
,,,9002014.9,MHSS SUICIDE CONTRIBUTING FACTORS,
,,,9002014,MHSS EXTRACT LOG,
MEDI LANGUAGE,Medi Language,AML,,,
PCC MEDICAL QUERY,PCC Medical Query,AMQ,9009071,QMAN DICTIONARY OF LINKS,
,,,9009072,QMAN SCRIPT,
,,,9009073.1,QMAN EXPORT DATA,
,,,9009073,QMAN EXPORT FORMAT,
,,,9009074,QMAN DATA TYPES,
,,,9009075,QMAN DICTIONARY OF TERMS,
,,,9009077,QMAN ATTRIBUTE CLASS,
,,,9009078.1,QMAN FILE 200 CONVERSION,
,,,9009078,QMAN SITE PARAMETERS,
,,,9009079,QMAN LAB TYPE,
MANAGEMENT REFERRAL,Management Referral,AMR,,,
MANAGEMENT STATISTICS,Management Statistics,AMS,,,
NCR NUTRITION CONVERSION,NCR Nutrition Conversion,ANC,,,
NUTRITION DIETETICS,Nutrition Dietetics,AND,,,
NCR NFER CONVERSION,NCR NFER Conversion,ANF,,,
NURSING ACUITY,Nursing Acuity,ANS,9009051.1,ANS NURSE STAFFING VARIABLES,
,,,9009051,ANS NURSE STAFFING PARAMETERS,
,,,9009052,ANS NURSE ACUITY RECORD,
,,,9009053,ANS NURSE STAFFING RECORD,
,,,9009054,ANSZTSK,
,,,9009059.1,ANS NURSING UNIT,
,,,9009059.2,ANS NON-DIRECT CARE TYPE,
,,,9009059.3,ANS NURSING CARE ADJUSTMENTS,
,,,9009059,ANS NURSING CARE AREA,
RPMS CHANGES TO VA O/A PACKAGE,IHS Changes To O A Package,AOA,,,
PCC DATA ENTRY,Patient Care Component Data Entry,APCD,,,
VA/SHARING-LINK TO VISIT,VA Sharing-Link To Visit,APCDTSK,9001004.1,PCC MAN REPORTS OUTPUT RECORD DEF,
,,,9001004.2,PCC MAN REPORTS DM AUDIT TEXT,
,,,9001004.3,APCL CALIF INCOME LEVELS,
,,,9001004.4,PCC MANAGEMENT REPORTS GUI OUTPUT,
,,,9001004.5,PCC MAN REPORTS PATCH DESC,
,,,9001004.6,APCLLT LETTERS,
PCC HEALTH SUMMARY,Patient Care Component Health Summary,APCH,9001001.2,PCC DATA ENTRY SITE PARAMETERS,
,,,9001001.3,PCC VISIT REVIEW ERROR CODES,
,,,9001001.4,PCC DATA ENTRY INPT EDITS,
,,,9001001.5,PCC DATA ENTRY FORMS CONTROL,
,,,9001001.6,PCC DATA ENTRY SUPPLEMENTS,
,,,9001001.7,PCC DATA ENTRY ORPHAN LOG,
,,,9001001.8,PCC DATA ENTRY TRAN CODE TRACKING,
,,,9001001.9,PCC DATA ENTRY 3M CODER VISIT,
,,,9001001,RPMS PCC DATA ENTRY CONTROL,
,,,9001002.1,PCC DATA ENTRY CODER ERROR,
,,,9001002.2,PCC DATA ENTRY DM UPDATE,
,,,9001002.3,PCC DATA ENTRY GROUP FORMS,
,,,9001002.4,PATIENT GOAL TYPES,
,,,9001002.5,PCC DATA ENTRY EDUC TOPICS,
,,,9001002.6,PCC DATA ENTRY REGISTER ADDS,
,,,9001002.7,PCC DATA ENTRY GROWTH CHARTS,
,,,9001002.8,PCC POV STAGE CONTROL,
,,,9001002.95,PCC ASTHMA CONTROL VALUES,
,,,9001002.9,PCC PROBLEM LIST CLASSIFICATION,
,,,9001002,MODULE PCC LINK CONTROL,
,,,9001003.1,PCC MAN REPORTS OP SUM TYPE,
,,,9001003.2,PCC MAN REPORTS OP SUM SECTION,
,,,9001003.3,PCC MAN REPORT ILI CONTROL,
,,,9001003.5,PCC MAN REPORTS SORT,
,,,9001003.6,PCC MAN REPORTS ACTIVITY GROUP,
,,,9001003.71,PCC MAN REPORTS VGEN MEASUREMENT,
,,,9001003.7,PCC MAN REPORTS VISIT SORT,
,,,9001003.8,PCC MAN REPORTS VISIT REPORT TEMP,
,,,9001003.91,PCC DATA ENTRY VISIT RELINKER LOG,
,,,9001003.92,PCC DATA ENTRY VISIT DELETE-MERGE LOG,
,,,9001003.9,PCC MAN REPORTS BMI STND REF,
,,,9001003,PCC MAN REPORTS CONTROL FILE,
,,,9001005.01,PCC TAXONOMY CONTROL,
,,,9001005.1,PCC DATA TRANS SITE,
,,,9001005.2,PCC DATA TRANS ERROR CODES,
,,,9001005.3,PCC DATA TRANS RECORD DEF,
,,,9001005.4,PCC DATA TRANS EXPORT DATE RANGE,
,,,9001005.9,TEMP HEALTH FACTORS FOR DISTRIBUTION,
,,,9001005,PCC DATA TRANS LOG,
,,,9001010,KEYWORD LOOKUP CONTROL,
,,,9001015,HEALTH SUMMARY TYPE,
,,,9001016.1,HEALTH SUMMARY MAIN ITEM CATEGORIES,
,,,9001016,HEALTH SUMMARY COMPONENT,
,,,9001017,HEALTH SUMMARY MEAS PANEL,
,,,9001018,HEALTH SUMMARY MAINT ITEM,
,,,9001019,HEALTH SUMMARY FLOWSHEET ITEMS,
,,,9001020,HEALTH SUMMARY FLOWSHEET,
,,,9001021,HEALTH SUMMARY PERCENTILES,
,,,9001022,HEALTH SUMMARY SUPPLEMENT,
,,,9001023,HEALTH SUMMARY SITE PARAMETERS,
,,,9001024,HEALTH SUMMARY FORMS,
,,,9001025.05,HEALTH SUMMARY PWH TRANSPARENCY MEASURES,
,,,9001025.06,HEALTH SUMMARY PWH FORMS,
,,,9001025,HEALTH SUMMARY PWH COMPONENTS,
,,,9001026,HEALTH SUMMARY PWH TYPE,
,,,9001027,HEALTH SUMMARY PWH LOG,
,,,9001028,HEALTH SUMMARY PWH TEXT,
,,,9001050,IST DOCUMENTATION,
,,,9001200,PCC MAN REPORTS REPORT TEMPLATE,
,,,9001201,PCC MAN REPORTS GEN GROUPS,
,,,9001300.01,APCM MU CONTROL FILE,
,,,9001300.02,APCM MU OBJECTIVES,
,,,9001300.03,APCM MU S1 DATA CURRENT,
,,,9001300.04,APCM MU S1 DATA PREVIOUS,
,,,9001300.06,APCM MU S1 PATIENT LISTS,
PCC REPORTS,Patient Care Component Reports,APCL,,,
PCC TABLE MAINT,Patient Care Component Table Maintiance,APCM,,,
PCC DATA TRANSMISSION,Patient Care Component Data Transmission,APCP,,,
PCC QUALITY ASSURANCE,Patient Care Component Quality Assurance,APCQ,,,
PCC REGISTER,Patient Care Component Register,APCR,,,
PCC SURVEILLANCE,Patient Care Component Surveillance,APCS,,,
PCC CLINIC TRAINING,Patient Care Component Clinic Training,APCT,9001050,IST DOCUMENTATION,
PHYSICIAN TRACKING,Physician Tracking,APHR,,,
ALCOHOL PREVENTION INVENTORY,Alcohol Prevention Inventory,API,,,
PCC PATIENT MERGE/MFI,Patient Care Component Patient Merge MFI,APM,9002098,NAME CONVERSION LAST,
,,,9002099.1,DUPLICATE CHECKER,
,,,9002099,NAME CONVERSION,
RPMS CHANGES TO VA PHARMACY,IHS Changes To Pharmacy,APS,9009031.1,APSP PREPACK LABELS,
,,,9009031.2,APSP PREPACK LOCATION,
,,,9009031.3,APSP MANUFACTURER,
,,,9009031,APSP PREPACK LOG,
,,,9009032.1,APSP DUE STUDY,
,,,9009032.2,APSP DUE CRITERIA,
,,,9009032.3,APSP INTERVENTION TYPE,
,,,9009032.4,APSP INTERVENTION,
,,,9009032.5,APSP INTERVENTION RECOMMENDATION,
,,,9009032.6,APSP PRIMARY CARE VISIT,
,,,9009032.7,APSP ASSESSMENT,
,,,9009032,APSP DUE REVIEW,
,,,9009033.1,APSS PARAMETERS,
,,,9009033.2,APSS DRUG,
,,,9009033.3,APSS COMMAND,
,,,9009033.7,APSP NCPDP CONTROL CODES,
,,,9009033.8,APSP ZIPCODE PROXIMITY,
,,,9009033.91,APSP REFILL REQUESTS,
,,,9009033.92,APSP AUTOFINISH LOG,
,,,9009033.9,APSP PHARMACY LIST,
,,,9009033,APSP CONTROL,
,,,9009034,APSP INFORMATION TOPIC,
,,,9009035.1,NON FORMULARY REQUESTS,
,,,9009035.2,NON FORMULARY DRUG,
,,,9009035.3,DRUG PICK,
,,,9009037.1,DRUG EDUCATION SHEETS,
,,,9009037,AWP MED-TRANSACTION,
SCRIPTPRO INTERFACE,Scriptpro Interface,APSS,9009031.1,APSP PREPACK LABELS,
BENCHMARK,Benchmark,APU,,,
MINI PCC DE/STATUS,Mini Patient Care Component De Status,APZ,,,
QUALITY ASSURANCE,Quality Assurance,AQA,9002155,STAFF CREDENTIALS,
,,,9002156,MEDICAL BOARDS,
,,,9002157,QA CHS ADMISSION,
,,,9002159,QA IHS ADMISSION,
,,,9002160.1,QA AGE RANGE,
,,,9002160.2,QA ICD9 CATALOG,
,,,9002160.3,QA GMS CLASS,
,,,9002160.4,QA GYN CLASS,
,,,9002160.5,QA INJ CLASS,
,,,9002160.6,QA PICD9 CATALOG,
,,,9002160.7,QA PICD9 CLASS,
,,,9002160.8,QA SCREENS,
,,,9002161.1,MED BOARD CERTIFICATION,
,,,9002161.2,MEDICAL LICENSURE,
,,,9002165,NEW CREDENTIALS,
,,,9002166.1,QI DATA ENTRY,
,,,9002166.2,QI PROMPTS,
,,,9002166.3,QI AUDIT,
,,,9002166.4,QI PARAMETER,
,,,9002166.5,QI OCC CRITERIA,
,,,9002166.6,QI OCC DRUG,
,,,9002166.7,QI OCC PROVIDER,
,,,9002166.8,QI OCC DIAGNOSIS,
,,,9002166.9,QI OCC PROCEDURE,
,,,9002167,QI OCCURRENCE,
,,,9002168.1,QI FUNCTIONS,
,,,9002168.2,QI INDICATORS,
,,,9002168.3,QI REVIEW TYPE,
,,,9002168.5,QI ACTION PLAN,
,,,9002168.6,QI ACTION,
,,,9002168.7,QI REVIEW STAGE,
,,,9002168.8,QI FINDINGS,
,,,9002168.9,QI USER,
,,,9002169.1,QI TEAM,
,,,9002169.2,QI EXCEPTION,
,,,9002169.3,QI LEVEL,
,,,9002169.4,QI CRITERIA CODES,
,,,9002169.5,QI PREFIX,
,,,9002169.6,QI REVIEW CRITERIA,
,,,9002169.7,QI BRAINSTORMING,
,,,9002169.8,QI BRAINSTORM SESSION,
,,,9002169.9,QI SORT,
RESOURCE MANAGEMENT,Resource Management,ARM,9003010,ARMS SHIPPIING INSTRUCTIONS,
GENERIC ACTIVITY,Generic Activity,ASA,,,
RPMS CHANGES TO VA SCHEDULING,IHS Changes To Scheduling,ASD,9009016.1,INCOMPLETE CHART,
,,,9009016.2,ADT CENSUS-WARD,
,,,9009016.4,CHART DEFICIENCY,
,,,9009016.5,IHS WARD DEFINITION,
,,,9009016.6,ADT CENSUS-TREATING SPECIALTY,
,,,9009016.7,SCHEDULED VISIT,
,,,9009016.8,ADT FORMS,
,,,9009016.9,ADT ITEMS,
,,,9009017.1,WAITING LIST,
,,,9009017.2,CLINIC SETUP PARAMETERS,
,,,9009017.3,SCHEDULING TEMPLATES,
,,,9009017.4,WAITING LIST REASON,
,,,9009017.5,PRIMARY CARE TEAMS,
,,,9009018.1,ACCESS RESTRICTIONS,
RPMS SCHEDULING INTERFACE,RPMS Scheduling Interface,ASDX,,,
SITE MANAGEMENT,Site Management,ASM,1800001,IHS USER TYPE,
SOCIAL SERVICES,Social Services,ASO,,,
STATISTICAL ROUTINES,Statistical Routines,AST,,,
SUPPLY,Supply,ASU,9002030,ASUMST INVENTORY,
,,,9002031,ASUMST STATION,
,,,9002032,ASUMST INDEX,
,,,9002033,ASUMST ISSUE BOOK,
,,,9002034,ASUMST YTD ISSUE DATA,
,,,9002035,ASUMST BACK ORDER,
,,,9002036.1,ASUTRN DUE IN,
,,,9002036.2,ASUTRN RECEIPTS,
,,,9002036.3,ASUTRN ISSUES,
,,,9002036.4,ASUTRN INDEX,
,,,9002036.5,ASUTRN STATION,
,,,9002036.6,ASUTRN ADJUSTMENT,
,,,9002036.7,ASUTRN DIRECT ISSUE,
,,,9002036.8,ASUJIB ISSUE BOOK,
,,,9002036,ASUHST HISTORY TRANSACTIONS,
,,,9002037,ASUMST CONTROL SHEET,
,,,9002039,ASUTBL EXTRACT CONTROL,
,,,9002039.0001,ASUTBL EXTRACT CONTROL,
,,,9002039.01,ASUTBL AREA,
,,,9002039.02,ASUTBL STATION,
,,,9002039.03,ASUTBL STOCK SUB OBJECT,
,,,9002039.04,ASUTBL DIRECT ISSUE SUB OBJECT,
,,,9002039.05,ASUTBL SOURCE CODE,
,,,9002039.06,ASUTBL EOQ TYPE,
,,,9002039.07,ASUTBL CATEGORY CODES,
,,,9002039.08,ASUTBL EOQ TABLE,
,,,9002039.09,ASUTBL ACCOUNT,
,,,9002039.11,ASUTBL TRANSACTION CODES,
,,,9002039.17,ASUTBL SUB-SUB ACTIVITY,
,,,9002039.18,ASUTBL SUB STATION,
,,,9002039.19,ASUTBL USER,
,,,9002039.1,ASUTBL STORAGE LOCATION,
,,,9002039.21,ASUTBL BUDGET,
,,,9002039.22,ASUTBL PROGRAMS,
,,,9002039.2,ASUTBL REQUSITIONER,
,,,9002039.3,ASUTBL TRAN EXTRACT CONTROL,
,,,9002039.989,ASUMST EXTRACT LOG,
,,,9002039.98,ASULOG EXTRACT,
,,,9002039.99,ASUTBL SITE,
TIME AND ATTENDANCE,Time And Attendance,ATA,8004100,EMPLOYEE,
,,,8004101,T & A,
,,,8004102,TIMEKEEPER,
,,,8004103,TYPE OF HOURS,
,,,8004104,T&A PARAMS,
AREA STATISTICAL SYSTEM,Area Statistical System,ATC,,,
FILEGRAM TABLE MAINTENANCE,Filegram Table Maintenance,ATF,,,
TEMPLATE COMPARE,Template Compare,ATS,9002220,IHS SEARCH TEMPLATE,
,,,9002221,SITE MGR SEARCH TEMPLATE,
TAXONOMY,Taxonomy,ATX,9002226,TAXONOMY,
,,,9002227,PT TAXONOMY,
,,,9002228,LAB TAXONOMY,
,,,9002229,TAXONOMY TYPES,
UTILITIES,Utilities,AU,,,
TABLE MAINTENANCE,Table Maintenance,AUM,,,
ICD 9 UPDATES,ICD 9 Updates,AUMD,9003103,AUM DATA,
IHS PATIENT,IHS Patient,AUPN,9000001,PATIENT.zwr,
,,,9000002,PRENATAL.zwr,
,,,9000003.01,MEDICARE CLAIMS.zwr,
,,,9000003.1,POLICY HOLDER.zwr,
,,,9000003.3,DW AUDIT.zwr,
,,,9000003,MEDICARE ELIGIBLE.zwr,
,,,9000004.01,MEDICAID CLAIMS.zwr,
,,,9000004,MEDICAID ELIGIBLE.zwr,
,,,9000005.01,RAILROAD CLAIMS.zwr,
,,,9000005,RAILROAD ELIGIBLE.zwr,
,,,9000006.01,PRIVATE INSURANCE CLAIMS.zwr,
,,,9000006,PRIVATE INSURANCE ELIGIBLE.zwr,
,,,9000007,SCHEDULED ENCOUNTER.zwr,
,,,9000008,SURVEILLANCE.zwr,
,,,9000009,CLINICAL REMINDER.zwr,
,,,9000010.01,V MEASUREMENT.zwr,
,,,9000010.02,V HOSPITALIZATION.zwr,
,,,9000010.03,V CHS.zwr,
,,,9000010.04,V EYE GLASS.zwr,
,,,9000010.05,V DENTAL.zwr,
,,,9000010.06,V PROVIDER.zwr,
,,,9000010.07,V POV.zwr,
,,,9000010.08,V PROCEDURE.zwr,
,,,9000010.09,V LAB.zwr,
,,,9000010.11,V IMMUNIZATION.zwr,
,,,9000010.12,V SKIN TEST.zwr,
,,,9000010.13,V EXAM.zwr,
,,,9000010.14,V MEDICATION.zwr,
,,,9000010.15,V TREATMENT.zwr,
,,,9000010.16,V PATIENT ED.zwr,
,,,9000010.17,V PHYSICAL THERAPY.zwr,
,,,9000010.18,V CPT.zwr,
,,,9000010.19,V ACTIVITY TIME.zwr,
,,,9000010.21,V DIAGNOSTIC PROCEDURE RESULT.zwr,
,,,9000010.22,V RADIOLOGY.zwr,
,,,9000010.23,V HEALTH FACTORS.zwr,
,,,9000010.24,V PATHOLOGY.zwr,
,,,9000010.25,V MICROBIOLOGY.zwr,
,,,9000010.28,V NOTE.zwr,
,,,9000010.29,V EMERGENCY VISIT RECORD.zwr,
,,,9000010.31,V BLOOD BANK.zwr,
,,,9000010.32,V PHN.zwr,
,,,9000010.33,V TRANSACTION CODES.zwr,
,,,9000010.34,V NARRATIVE TEXT.zwr,
,,,9000010.35,V ELDER CARE.zwr,
,,,9000010.37,V TRANSACTION CHARGE.zwr,
,,,9000010.38,V UNHF.zwr,
,,,9000010.39,V TREATMENT CONTRACT.zwr,
,,,9000010.41,V ASTHMA.zwr,
,,,9000010.42,V PODIATRY.zwr,
,,,9000010.44,V INFANT FEEDING CHOICES.zwr,
,,,9000010.45,V CHART AUDIT.zwr,
,,,9000010.46,V WELL CHILD.zwr,
,,,9000010.48,V TELEHEALTH.zwr,
,,,9000010.49,V NUTRITION SCREENING.zwr,
,,,9000010.51,V ANTICOAGULATION.zwr,
,,,9000010.54,V UPDATED-REVIEWED.zwr,
,,,9000010.701,V VA MOBILE VISIT RELATED.zwr,
,,,9000010.702,V VA MOBILE VISIT TYPES.zwr,
,,,9000010.703,V VA MOBILE PRES ACTIONS.zwr,
,,,9000010.704,V VA MOBILE REFER FOR OUTP.zwr,
,,,9000010.705,V VA MOBILE SPECIALTY OF REFER.zwr,
,,,9000010.706,V VA MOBILE EXAMS ORDERED.zwr,
,,,9000010.99,V LINE ITEM GOODS&SERVICES.zwr,
,,,9000010,VISIT.zwr,
,,,9000011,PROBLEM.zwr,
,,,9000012,OFFSPRING HISTORY.zwr,
,,,9000013,PERSONAL HISTORY.zwr,
,,,9000014.1,FAMILY HISTORY FAMILY MEMBERS.zwr,
,,,9000014,FAMILY HISTORY.zwr,
,,,9000015,UNMET SURGICAL NEED.zwr,
,,,9000016,HISTORY OF PROCEDURES.zwr,
,,,9000017,REPRODUCTIVE FACTORS.zwr,
,,,9000019,HEALTH STATUS.zwr,
,,,9000020,PT LAB RELATED DATA.zwr,
,,,9000021,IHS HL7 SUPPLY INTERFACE.zwr,
,,,9000022,PATIENT REFUSALS FOR SERVICE-NMI.zwr,
,,,9000023,ELDER CARE.zwr,
,,,9000024,BIRTH MEASUREMENT.zwr,
,,,9000025,HEALTH REMINDER OVERRIDE.zwr,
,,,9000026,INCOME STATUS.zwr,
,,,9000027,OPIOID STATUS.zwr,
,,,9000028,PODIATRY HISTORY.zwr,
,,,9000030,ELIGIBILITY MODIFIERS.zwr,
,,,9000031,AUTO-LIABILITY.zwr,
,,,9000032,WORKMANS COMP.zwr,
,,,9000033,PATIENT NAME CHANGES.zwr,
,,,9000034,PATIENTS LEGAL DOCS.zwr,
,,,9000035,CATEGORY PRIORITIZING.zwr,
,,,9000036,PRE-CERTIFICATION.zwr,
,,,9000037,MSP PATIENT.zwr,
,,,9000038,NOTICE OF PRIVACY PRACTICES.zwr,
,,,9000039,RESTRICTED HEALTH INFORMATION.zwr,
,,,9000040,ADVANCE DIRECTIVE.zwr,
,,,9000041,THIRD PARTY LIABILITY.zwr,
,,,9000042,WORKMANS COMPENSATION.zwr,
,,,9000043,GUARANTOR.zwr,
,,,9000044,BENEFIT COORDINATOR CASES.zwr,
,,,9000045,PATIENT APPLICATIONS.zwr,
,,,9000046,PRIOR AUTHORIZATIONS.zwr,
,,,9000047,SPENDDOWN INFORMATION.zwr,
,,,9000048,PATIENT APPLICATION TYPES.zwr,
,,,9000093,PATIENT GOALS.zwr,
,,,9000094,TREATMENT PLAN.zwr,
,,,9000095,CHART AUDIT NOTES.zwr,
,,,9000096,PRIMARY CARE PROVIDER CHANGE LOG.zwr,
,,,9000097,OCCUPATIONAL HEALTH.zwr,
,,,9000098,PATIENT EXPOSURES.zwr,
SCREEN DRIVER,Screen Driver,AUSC,1800004,SCRNDRIV,
UTILITY TABLES,Utility Tables,AUT,99999.011,PROVIDER TAXONOMY CATEGORY,
,,,99999.01,PROVIDER TAXONOMY,
,,,99999.03,AFFILIATION,
,,,99999.04,PATIENT STATUS CODE NUBC,
,,,99999.05,OUTPATIENT CHART DEFICIENCY REASONS,
,,,99999.06,TYPE OF VISIT,
,,,99999.07,CDC INCOME RANGE,
,,,99999.08,HHS NATIONAL POVERTY GUIDELINE,
,,,99999.11,CONTRACEPTIVE METHODS,
,,,99999.15,READINESS TO LEARN,
,,,99999.21,TREATMENT PLAN TYPE,
,,,99999.22,TREATMENT PLAN DISCONTINUED REASON,
,,,99999.91,EDUCATION MAJOR TOPICS,
,,,9999999.01,USER CONVERSION,
,,,9999999.02,PATIENT RECORD DISPOSITION,
,,,9999999.03,TRIBE,
,,,9999999.04,IMM MANUFACTURER,
,,,9999999.05,COMMUNITY,
,,,9999999.06,LOCATION,
,,,9999999.07,MEASUREMENT TYPE,
,,,9999999.08,RECODE ICD/APC,
,,,9999999.081,APC RECODE CATEGORY,
,,,9999999.09,EDUCATION TOPICS,
,,,9999999.11,VENDOR,
,,,9999999.12,RECODE INJURY,
,,,9999999.13,LAB TEST,
,,,9999999.14,IMMUNIZATION,
,,,9999999.15,EXAM,
,,,9999999.16,MEDICATION,
,,,9999999.17,TREATMENT,
,,,9999999.18,INSURER,
,,,9999999.19,SURVEILLANCE CODE,
,,,9999999.21,AREA,
,,,9999999.22,SERVICE UNIT,
,,,9999999.23,COUNTY,
,,,9999999.24,CLINICAL REMINDER CODE,
,,,9999999.25,BENEFICIARY,
,,,9999999.26,SERVICE CATEGORY,
,,,9999999.27,PROVIDER NARRATIVE,
,,,9999999.28,SKIN TEST,
,,,9999999.29,DISTRICT,
,,,9999999.31,ADA CODE,
,,,9999999.32,MEDICARE SUFFIX,
,,,9999999.33,RAILROAD PREFIX,
,,,9999999.34,VENDOR TYPE,
,,,9999999.35,QUANTUM CODE,
,,,9999999.36,RELATIONSHIP,
,,,9999999.37,U/R DENIAL REASONS,
,,,9999999.38,ERROR MESSAGES,
,,,9999999.39,RPMS SITE,
,,,9999999.41,IMMUNIZATION LOT,
,,,9999999.42,HOUSEHOLD STATUS,
,,,9999999.43,EMPLOYMENT STATUS,
,,,9999999.44,INCOME SOURCE,
,,,9999999.45,RPMS APPLICATION PARAMETERS,
,,,9999999.46,PHYSICAL THERAPY,
,,,9999999.47,RPMS RESERVATION,
,,,9999999.48,BIC ELIGIBILITY,
,,,9999999.49,IHS TASK REPRINT,
,,,9999999.51,APPROPRIATION NO.,
,,,9999999.52,ALLOWANCE NO.,
,,,9999999.54,BUDGET ACTIVITY,
,,,9999999.55,SUB-ACTIVITY,
,,,9999999.56,SUB-SUB-ACTIVITY,
,,,9999999.57,COMMON ACCOUNTING NUMBER,
,,,9999999.58,COST CENTER,
,,,9999999.59,OBJECT/SUB-OBJECT,
,,,9999999.591,OBJECT CLASS GROUP,
,,,9999999.61,OBJECT CLASS CATEGORY,
,,,9999999.62,FMS DEPARTMENT/PROGRAM,
,,,9999999.63,REFERENCE CODE,
,,,9999999.64,HEALTH FACTORS,
,,,9999999.65,COVERAGE TYPE,
,,,9999999.66,LOCATION CODE,
,,,9999999.67,OBJECT CLASS REPORT GRP,
,,,9999999.68,DIAGNOSTIC PROCEDURE RESULT,
,,,9999999.69,ACCOUNTING POINT,
,,,9999999.71,IHS COMMUNICATIONS PARAMETERS,
,,,9999999.72,REVENUE CODES,
,,,9999999.74,CHA ICD RECODE TABLE,
,,,9999999.75,EMPLOYER,
,,,9999999.76,TYPE OF BUSINESS,
,,,9999999.77,EMPLOYER GROUP INSURANCE,
,,,9999999.78,SSN STATUS,
,,,9999999.79,GEOGRAPHICAL LOCATION,
,,,9999999.81,SIZE OF SMALL BUSINESS,
,,,9999999.82,PERCENTILES,
,,,9999999.87,PREGNANCY PRESENTATION TYPES,
,,,9999999.88,CPT MODIFIER,
IHS VA SUPPORT FILES,IHS VA Support Files,AVA,,,
NON-IHS USER,Non-IHS User,AY,,,
LOCAL AREA PROGRAMS,Local Area Programs,AZ,,,
PHOENIX DEVEL/CENTER,Phoenix Devel Center,AZX,,,
HEADQUARTERS,Headquarters,AZY,,,
HEADQUARTERS/DENTAL,Headquarters Dental,AZZ,,,
ELECTRONIC DENTAL RECORD,Electronic Dental Record,BADE,,,
IHS ACCREDITATION MEASURES,IHS Accreditation Measures,BAM,,,
IHS ACCOUNTS RECEIVABLE,IHS Accounts Receivable,BAR,90050.01,A-R BILL-IHS,
,,,90050.02,A-R ACCOUNTS-IHS,
,,,90050.03,A-R TRANSACTIONS-IHS,
,,,90050.04,A-R BILL ERROR,
,,,90050.05,A-R DEBT COLLECTION LOG,
,,,90050.06,A-R PREPAYMENT,
,,,90051.01,A-R COLLECTION BATCH-IHS,
,,,90051.02,A-R COLLECTION POINT-IHS,
,,,90052.01,A-R TABLE TYPE-IHS,
,,,90052.02,A-R TABLE ENTRY-IHS,
,,,90052.03,A-R LETTERS & TEXT,
,,,90052.05,A-R PARENT-SATELLITE-IHS,
,,,90052.06,A-R SITE PARAMETER-IHS,
,,,90052.07,A-R SPECIAL ACCOUNTS,
,,,90052,A-R PRINTED LETTERS,
,,,90053.01,A-R FORMS,
,,,90054.01,A-R FLAT RATE POSTING,
,,,90055.5,A-R LINK,
,,,90055.8,A-R REPORT TEMPORARY DEFINITION,
,,,90056.01,A-R EDI TRANSPORT,
,,,90056.02,A-R EDI IMPORT,
,,,90056.03,A-R EDI CLAIMS,
,,,90056.04,A-R EDI TABLES,
,,,90056.05,A-R EDI 835 DATA TYPES,
,,,90056.06,A-R EDI STND CLAIM ADJ REASONS,
,,,90056.07,A-R EDI 835 HOLDING,
,,,90056.08,A-R EDI CLAIM STATUS,
